DateGranularity,PeriodStartDate,PeriodEndDate,PredictionTimeWindow,MeasureColumn,TimeColumn
M,2024-03-26,2025-03-25,12,_Value,_Time

_Time,_Value,ProductVariantName,WarehouseLocationName
2019-06-01,1471,Car Audio Unit-65-Silver,Store 4
2019-07-01,1514,Car Audio Unit-65-Silver,Store 4
2019-08-01,1321,Car Audio Unit-65-Silver,Store 4
2019-09-01,1065,Car Audio Unit-65-Silver,Store 4
2019-10-01,1139,Car Audio Unit-65-Silver,Store 4
2019-11-01,1193,Car Audio Unit-65-Silver,Store 4
2019-12-01,806,Car Audio Unit-65-Silver,Store 4
2020-01-01,873,Car Audio Unit-65-Silver,Store 4
2020-02-01,878,Car Audio Unit-65-Silver,Store 4
2020-03-01,1222,Car Audio Unit-65-Silver,Store 4
2020-04-01,1352,Car Audio Unit-65-Silver,Store 4
2020-05-01,1547,Car Audio Unit-65-Silver,Store 4
2020-06-01,1578,Car Audio Unit-65-Silver,Store 4
2020-07-01,1700,Car Audio Unit-65-Silver,Store 4
2020-08-01,1467,Car Audio Unit-65-Silver,Store 4
2020-09-01,1373,Car Audio Unit-65-Silver,Store 4
2020-10-01,1275,Car Audio Unit-65-Silver,Store 4
2020-11-01,1416,Car Audio Unit-65-Silver,Store 4
2020-12-01,979,Car Audio Unit-65-Silver,Store 4
2021-01-01,926,Car Audio Unit-65-Silver,Store 4
2021-02-01,985,Car Audio Unit-65-Silver,Store 4
2021-03-01,1296,Car Audio Unit-65-Silver,Store 4
2021-04-01,1401,Car Audio Unit-65-Silver,Store 4
2021-05-01,1567,Car Audio Unit-65-Silver,Store 4
2021-06-01,1578,Car Audio Unit-65-Silver,Store 4
2021-07-01,1802,Car Audio Unit-65-Silver,Store 4
2021-08-01,1593,Car Audio Unit-65-Silver,Store 4
2021-09-01,1396,Car Audio Unit-65-Silver,Store 4
2021-10-01,1339,Car Audio Unit-65-Silver,Store 4
2021-11-01,1345,Car Audio Unit-65-Silver,Store 4
2021-12-01,1008,Car Audio Unit-65-Silver,Store 4
2022-01-01,956,Car Audio Unit-65-Silver,Store 4
2022-02-01,1045,Car Audio Unit-65-Silver,Store 4
2022-03-01,1350,Car Audio Unit-65-Silver,Store 4
2022-04-01,1519,Car Audio Unit-65-Silver,Store 4
2022-05-01,1677,Car Audio Unit-65-Silver,Store 4
2022-06-01,1668,Car Audio Unit-65-Silver,Store 4
2022-07-01,1971,Car Audio Unit-65-Silver,Store 4
2022-08-01,1761,Car Audio Unit-65-Silver,Store 4
2022-09-01,1560,Car Audio Unit-65-Silver,Store 4
2022-10-01,1435,Car Audio Unit-65-Silver,Store 4
2022-11-01,1481,Car Audio Unit-65-Silver,Store 4
2022-12-01,1140,Car Audio Unit-65-Silver,Store 4
2023-01-01,1063,Car Audio Unit-65-Silver,Store 4
2023-02-01,1081,Car Audio Unit-65-Silver,Store 4
2023-03-01,1420,Car Audio Unit-65-Silver,Store 4
2023-04-01,1642,Car Audio Unit-65-Silver,Store 4
2023-05-01,1711,Car Audio Unit-65-Silver,Store 4
2023-06-01,1793,Car Audio Unit-65-Silver,Store 4
2023-07-01,1987,Car Audio Unit-65-Silver,Store 4
2023-08-01,1747,Car Audio Unit-65-Silver,Store 4
2023-09-01,1599,Car Audio Unit-65-Silver,Store 4
2023-10-01,1554,Car Audio Unit-65-Silver,Store 4
2023-11-01,1570,Car Audio Unit-65-Silver,Store 4
2023-12-01,1155,Car Audio Unit-65-Silver,Store 4
2024-01-01,1168,Car Audio Unit-65-Silver,Store 4
2024-02-01,1186,Car Audio Unit-65-Silver,Store 4
2019-01-01,276,Car Audio Unit-65-Black,Store 1
2019-02-01,276,Car Audio Unit-65-Black,Store 1
2019-03-01,378,Car Audio Unit-65-Black,Store 1
2019-04-01,417,Car Audio Unit-65-Black,Store 1
2019-05-01,497,Car Audio Unit-65-Black,Store 1
2019-06-01,497,Car Audio Unit-65-Black,Store 1
2019-07-01,519,Car Audio Unit-65-Black,Store 1
2019-08-01,508,Car Audio Unit-65-Black,Store 1
2019-09-01,430,Car Audio Unit-65-Black,Store 1
2019-10-01,426,Car Audio Unit-65-Black,Store 1
2019-11-01,422,Car Audio Unit-65-Black,Store 1
2019-12-01,356,Car Audio Unit-65-Black,Store 1
2020-01-01,330,Car Audio Unit-65-Black,Store 1
2020-02-01,314,Car Audio Unit-65-Black,Store 1
2020-03-01,472,Car Audio Unit-65-Black,Store 1
2020-04-01,516,Car Audio Unit-65-Black,Store 1
2020-05-01,598,Car Audio Unit-65-Black,Store 1
2020-06-01,565,Car Audio Unit-65-Black,Store 1
2020-07-01,634,Car Audio Unit-65-Black,Store 1
2020-08-01,589,Car Audio Unit-65-Black,Store 1
2020-09-01,473,Car Audio Unit-65-Black,Store 1
2020-10-01,465,Car Audio Unit-65-Black,Store 1
2020-11-01,501,Car Audio Unit-65-Black,Store 1
2020-12-01,343,Car Audio Unit-65-Black,Store 1
2021-01-01,367,Car Audio Unit-65-Black,Store 1
2021-02-01,356,Car Audio Unit-65-Black,Store 1
2021-03-01,469,Car Audio Unit-65-Black,Store 1
2021-04-01,492,Car Audio Unit-65-Black,Store 1
2021-05-01,558,Car Audio Unit-65-Black,Store 1
2021-06-01,612,Car Audio Unit-65-Black,Store 1
2021-07-01,641,Car Audio Unit-65-Black,Store 1
2021-08-01,616,Car Audio Unit-65-Black,Store 1
2021-09-01,500,Car Audio Unit-65-Black,Store 1
2021-10-01,487,Car Audio Unit-65-Black,Store 1
2021-11-01,510,Car Audio Unit-65-Black,Store 1
2021-12-01,380,Car Audio Unit-65-Black,Store 1
2022-01-01,415,Car Audio Unit-65-Black,Store 1
2022-02-01,401,Car Audio Unit-65-Black,Store 1
2022-03-01,515,Car Audio Unit-65-Black,Store 1
2022-04-01,581,Car Audio Unit-65-Black,Store 1
2022-05-01,619,Car Audio Unit-65-Black,Store 1
2022-06-01,643,Car Audio Unit-65-Black,Store 1
2022-07-01,744,Car Audio Unit-65-Black,Store 1
2022-08-01,655,Car Audio Unit-65-Black,Store 1
2022-09-01,584,Car Audio Unit-65-Black,Store 1
2022-10-01,565,Car Audio Unit-65-Black,Store 1
2022-11-01,559,Car Audio Unit-65-Black,Store 1
2022-12-01,440,Car Audio Unit-65-Black,Store 1
2023-01-01,407,Car Audio Unit-65-Black,Store 1
2023-02-01,432,Car Audio Unit-65-Black,Store 1
2023-03-01,512,Car Audio Unit-65-Black,Store 1
2023-04-01,633,Car Audio Unit-65-Black,Store 1
2023-05-01,653,Car Audio Unit-65-Black,Store 1
2023-06-01,686,Car Audio Unit-65-Black,Store 1
2023-07-01,699,Car Audio Unit-65-Black,Store 1
2023-08-01,637,Car Audio Unit-65-Black,Store 1
2023-09-01,589,Car Audio Unit-65-Black,Store 1
2023-10-01,565,Car Audio Unit-65-Black,Store 1
2023-11-01,575,Car Audio Unit-65-Black,Store 1
2023-12-01,436,Car Audio Unit-65-Black,Store 1
2024-01-01,445,Car Audio Unit-65-Black,Store 1
2024-02-01,475,Car Audio Unit-65-Black,Store 1
2019-01-01,294,High End Cabinet-Oak,Store 4
2019-02-01,292,High End Cabinet-Oak,Store 4
2019-03-01,396,High End Cabinet-Oak,Store 4
2019-04-01,406,High End Cabinet-Oak,Store 4
2019-05-01,493,High End Cabinet-Oak,Store 4
2019-06-01,505,High End Cabinet-Oak,Store 4
2019-07-01,532,High End Cabinet-Oak,Store 4
2019-08-01,502,High End Cabinet-Oak,Store 4
2019-09-01,450,High End Cabinet-Oak,Store 4
2019-10-01,441,High End Cabinet-Oak,Store 4
2019-11-01,453,High End Cabinet-Oak,Store 4
2019-12-01,328,High End Cabinet-Oak,Store 4
2020-01-01,337,High End Cabinet-Oak,Store 4
2020-02-01,325,High End Cabinet-Oak,Store 4
2020-03-01,428,High End Cabinet-Oak,Store 4
2020-04-01,519,High End Cabinet-Oak,Store 4
2020-05-01,559,High End Cabinet-Oak,Store 4
2020-06-01,615,High End Cabinet-Oak,Store 4
2020-07-01,623,High End Cabinet-Oak,Store 4
2020-08-01,509,High End Cabinet-Oak,Store 4
2020-09-01,496,High End Cabinet-Oak,Store 4
2020-10-01,493,High End Cabinet-Oak,Store 4
2020-11-01,499,High End Cabinet-Oak,Store 4
2020-12-01,383,High End Cabinet-Oak,Store 4
2021-01-01,367,High End Cabinet-Oak,Store 4
2021-02-01,384,High End Cabinet-Oak,Store 4
2021-03-01,454,High End Cabinet-Oak,Store 4
2021-04-01,539,High End Cabinet-Oak,Store 4
2021-05-01,597,High End Cabinet-Oak,Store 4
2021-06-01,643,High End Cabinet-Oak,Store 4
2021-07-01,653,High End Cabinet-Oak,Store 4
2021-08-01,599,High End Cabinet-Oak,Store 4
2021-09-01,543,High End Cabinet-Oak,Store 4
2021-10-01,481,High End Cabinet-Oak,Store 4
2021-11-01,532,High End Cabinet-Oak,Store 4
2021-12-01,409,High End Cabinet-Oak,Store 4
2022-01-01,394,High End Cabinet-Oak,Store 4
2022-02-01,386,High End Cabinet-Oak,Store 4
2022-03-01,460,High End Cabinet-Oak,Store 4
2022-04-01,582,High End Cabinet-Oak,Store 4
2022-05-01,649,High End Cabinet-Oak,Store 4
2022-06-01,680,High End Cabinet-Oak,Store 4
2022-07-01,727,High End Cabinet-Oak,Store 4
2022-08-01,594,High End Cabinet-Oak,Store 4
2022-09-01,567,High End Cabinet-Oak,Store 4
2022-10-01,540,High End Cabinet-Oak,Store 4
2022-11-01,569,High End Cabinet-Oak,Store 4
2022-12-01,422,High End Cabinet-Oak,Store 4
2023-01-01,375,High End Cabinet-Oak,Store 4
2023-02-01,431,High End Cabinet-Oak,Store 4
2023-03-01,524,High End Cabinet-Oak,Store 4
2023-04-01,594,High End Cabinet-Oak,Store 4
2023-05-01,646,High End Cabinet-Oak,Store 4
2023-06-01,691,High End Cabinet-Oak,Store 4
2023-07-01,731,High End Cabinet-Oak,Store 4
2023-08-01,653,High End Cabinet-Oak,Store 4
2023-09-01,610,High End Cabinet-Oak,Store 4
2023-10-01,608,High End Cabinet-Oak,Store 4
2023-11-01,593,High End Cabinet-Oak,Store 4
2023-12-01,461,High End Cabinet-Oak,Store 4
2024-01-01,411,High End Cabinet-Oak,Store 4
2024-02-01,474,High End Cabinet-Oak,Store 4
2019-01-01,1775,Mid-Range Speaker,Store 2
2019-02-01,1687,Mid-Range Speaker,Store 2
2019-03-01,2214,Mid-Range Speaker,Store 2
2019-04-01,2436,Mid-Range Speaker,Store 2
2019-05-01,2677,Mid-Range Speaker,Store 2
2019-06-01,2774,Mid-Range Speaker,Store 2
2019-07-01,3150,Mid-Range Speaker,Store 2
2019-08-01,2701,Mid-Range Speaker,Store 2
2019-09-01,2516,Mid-Range Speaker,Store 2
2019-10-01,2279,Mid-Range Speaker,Store 2
2019-11-01,2570,Mid-Range Speaker,Store 2
2019-12-01,1825,Mid-Range Speaker,Store 2
2020-01-01,1872,Mid-Range Speaker,Store 2
2020-02-01,1845,Mid-Range Speaker,Store 2
2020-03-01,2510,Mid-Range Speaker,Store 2
2020-04-01,2896,Mid-Range Speaker,Store 2
2020-05-01,3244,Mid-Range Speaker,Store 2
2020-06-01,3289,Mid-Range Speaker,Store 2
2020-07-01,3549,Mid-Range Speaker,Store 2
2020-08-01,3173,Mid-Range Speaker,Store 2
2020-09-01,2852,Mid-Range Speaker,Store 2
2020-10-01,2768,Mid-Range Speaker,Store 2
2020-11-01,2830,Mid-Range Speaker,Store 2
2020-12-01,2083,Mid-Range Speaker,Store 2
2021-01-01,2001,Mid-Range Speaker,Store 2
2021-02-01,2105,Mid-Range Speaker,Store 2
2021-03-01,2630,Mid-Range Speaker,Store 2
2021-04-01,2995,Mid-Range Speaker,Store 2
2021-05-01,3311,Mid-Range Speaker,Store 2
2021-06-01,3282,Mid-Range Speaker,Store 2
2021-07-01,3861,Mid-Range Speaker,Store 2
2021-08-01,3221,Mid-Range Speaker,Store 2
2021-09-01,2937,Mid-Range Speaker,Store 2
2021-10-01,2885,Mid-Range Speaker,Store 2
2021-11-01,2903,Mid-Range Speaker,Store 2
2021-12-01,2173,Mid-Range Speaker,Store 2
2022-01-01,2242,Mid-Range Speaker,Store 2
2022-02-01,2201,Mid-Range Speaker,Store 2
2022-03-01,2849,Mid-Range Speaker,Store 2
2022-04-01,3214,Mid-Range Speaker,Store 2
2022-05-01,3589,Mid-Range Speaker,Store 2
2022-06-01,3587,Mid-Range Speaker,Store 2
2022-07-01,4001,Mid-Range Speaker,Store 2
2022-08-01,3534,Mid-Range Speaker,Store 2
2022-09-01,3320,Mid-Range Speaker,Store 2
2022-10-01,3124,Mid-Range Speaker,Store 2
2022-11-01,3280,Mid-Range Speaker,Store 2
2022-12-01,2316,Mid-Range Speaker,Store 2
2023-01-01,2264,Mid-Range Speaker,Store 2
2023-02-01,2212,Mid-Range Speaker,Store 2
2023-03-01,2895,Mid-Range Speaker,Store 2
2023-04-01,3377,Mid-Range Speaker,Store 2
2023-05-01,3701,Mid-Range Speaker,Store 2
2023-06-01,3910,Mid-Range Speaker,Store 2
2023-07-01,4161,Mid-Range Speaker,Store 2
2023-08-01,3753,Mid-Range Speaker,Store 2
2023-09-01,3440,Mid-Range Speaker,Store 2
2023-10-01,3193,Mid-Range Speaker,Store 2
2023-11-01,3296,Mid-Range Speaker,Store 2
2023-12-01,2544,Mid-Range Speaker,Store 2
2024-01-01,2490,Mid-Range Speaker,Store 2
2024-02-01,2437,Mid-Range Speaker,Store 2
2019-01-01,996,High End Speaker,Distribution center
2019-02-01,1041,High End Speaker,Distribution center
2019-03-01,1417,High End Speaker,Distribution center
2019-04-01,1600,High End Speaker,Distribution center
2019-05-01,1696,High End Speaker,Distribution center
2019-06-01,1708,High End Speaker,Distribution center
2019-07-01,1854,High End Speaker,Distribution center
2019-08-01,1803,High End Speaker,Distribution center
2019-09-01,1580,High End Speaker,Distribution center
2019-10-01,1498,High End Speaker,Distribution center
2019-11-01,1511,High End Speaker,Distribution center
2019-12-01,1145,High End Speaker,Distribution center
2020-01-01,1176,High End Speaker,Distribution center
2020-02-01,1205,High End Speaker,Distribution center
2020-03-01,1608,High End Speaker,Distribution center
2020-04-01,1742,High End Speaker,Distribution center
2020-05-01,2037,High End Speaker,Distribution center
2020-06-01,2027,High End Speaker,Distribution center
2020-07-01,2105,High End Speaker,Distribution center
2020-08-01,1957,High End Speaker,Distribution center
2020-09-01,1760,High End Speaker,Distribution center
2020-10-01,1694,High End Speaker,Distribution center
2020-11-01,1776,High End Speaker,Distribution center
2020-12-01,1321,High End Speaker,Distribution center
2021-01-01,1244,High End Speaker,Distribution center
2021-02-01,1348,High End Speaker,Distribution center
2021-03-01,1655,High End Speaker,Distribution center
2021-04-01,1887,High End Speaker,Distribution center
2021-05-01,2044,High End Speaker,Distribution center
2021-06-01,2092,High End Speaker,Distribution center
2021-07-01,2363,High End Speaker,Distribution center
2021-08-01,2068,High End Speaker,Distribution center
2021-09-01,1905,High End Speaker,Distribution center
2021-10-01,1752,High End Speaker,Distribution center
2021-11-01,1803,High End Speaker,Distribution center
2021-12-01,1367,High End Speaker,Distribution center
2022-01-01,1313,High End Speaker,Distribution center
2022-02-01,1329,High End Speaker,Distribution center
2022-03-01,1880,High End Speaker,Distribution center
2022-04-01,2016,High End Speaker,Distribution center
2022-05-01,2139,High End Speaker,Distribution center
2022-06-01,2307,High End Speaker,Distribution center
2022-07-01,2556,High End Speaker,Distribution center
2022-08-01,2190,High End Speaker,Distribution center
2022-09-01,2041,High End Speaker,Distribution center
2022-10-01,1973,High End Speaker,Distribution center
2022-11-01,1961,High End Speaker,Distribution center
2022-12-01,1523,High End Speaker,Distribution center
2023-01-01,1432,High End Speaker,Distribution center
2023-02-01,1361,High End Speaker,Distribution center
2023-03-01,1844,High End Speaker,Distribution center
2023-04-01,2059,High End Speaker,Distribution center
2023-05-01,2215,High End Speaker,Distribution center
2023-06-01,2306,High End Speaker,Distribution center
2023-07-01,2639,High End Speaker,Distribution center
2023-08-01,2335,High End Speaker,Distribution center
2023-09-01,2094,High End Speaker,Distribution center
2023-10-01,1899,High End Speaker,Distribution center
2023-11-01,2013,High End Speaker,Distribution center
2023-12-01,1587,High End Speaker,Distribution center
2024-01-01,1573,High End Speaker,Distribution center
2024-02-01,1495,High End Speaker,Distribution center
2019-01-01,796,Car Audio Unit-82-Black,Store 4
2019-02-01,765,Car Audio Unit-82-Black,Store 4
2019-03-01,1037,Car Audio Unit-82-Black,Store 4
2019-04-01,1194,Car Audio Unit-82-Black,Store 4
2019-05-01,1301,Car Audio Unit-82-Black,Store 4
2019-06-01,1280,Car Audio Unit-82-Black,Store 4
2019-07-01,1484,Car Audio Unit-82-Black,Store 4
2019-08-01,1329,Car Audio Unit-82-Black,Store 4
2019-09-01,1136,Car Audio Unit-82-Black,Store 4
2019-10-01,1117,Car Audio Unit-82-Black,Store 4
2019-11-01,1166,Car Audio Unit-82-Black,Store 4
2019-12-01,848,Car Audio Unit-82-Black,Store 4
2020-01-01,896,Car Audio Unit-82-Black,Store 4
2020-02-01,876,Car Audio Unit-82-Black,Store 4
2020-03-01,1152,Car Audio Unit-82-Black,Store 4
2020-04-01,1419,Car Audio Unit-82-Black,Store 4
2020-05-01,1497,Car Audio Unit-82-Black,Store 4
2020-06-01,1538,Car Audio Unit-82-Black,Store 4
2020-07-01,1640,Car Audio Unit-82-Black,Store 4
2020-08-01,1463,Car Audio Unit-82-Black,Store 4
2020-09-01,1346,Car Audio Unit-82-Black,Store 4
2020-10-01,1243,Car Audio Unit-82-Black,Store 4
2020-11-01,1354,Car Audio Unit-82-Black,Store 4
2020-12-01,977,Car Audio Unit-82-Black,Store 4
2021-01-01,978,Car Audio Unit-82-Black,Store 4
2021-02-01,1026,Car Audio Unit-82-Black,Store 4
2021-03-01,1251,Car Audio Unit-82-Black,Store 4
2021-04-01,1429,Car Audio Unit-82-Black,Store 4
2021-05-01,1551,Car Audio Unit-82-Black,Store 4
2021-06-01,1642,Car Audio Unit-82-Black,Store 4
2021-07-01,1721,Car Audio Unit-82-Black,Store 4
2021-08-01,1574,Car Audio Unit-82-Black,Store 4
2021-09-01,1444,Car Audio Unit-82-Black,Store 4
2021-10-01,1388,Car Audio Unit-82-Black,Store 4
2021-11-01,1395,Car Audio Unit-82-Black,Store 4
2021-12-01,1039,Car Audio Unit-82-Black,Store 4
2022-01-01,1041,Car Audio Unit-82-Black,Store 4
2022-02-01,1028,Car Audio Unit-82-Black,Store 4
2022-03-01,1379,Car Audio Unit-82-Black,Store 4
2022-04-01,1479,Car Audio Unit-82-Black,Store 4
2022-05-01,1700,Car Audio Unit-82-Black,Store 4
2022-06-01,1837,Car Audio Unit-82-Black,Store 4
2022-07-01,1921,Car Audio Unit-82-Black,Store 4
2022-08-01,1737,Car Audio Unit-82-Black,Store 4
2022-09-01,1559,Car Audio Unit-82-Black,Store 4
2022-10-01,1467,Car Audio Unit-82-Black,Store 4
2022-11-01,1483,Car Audio Unit-82-Black,Store 4
2022-12-01,1111,Car Audio Unit-82-Black,Store 4
2023-01-01,986,Car Audio Unit-82-Black,Store 4
2023-02-01,1082,Car Audio Unit-82-Black,Store 4
2023-03-01,1350,Car Audio Unit-82-Black,Store 4
2023-04-01,1616,Car Audio Unit-82-Black,Store 4
2023-05-01,1714,Car Audio Unit-82-Black,Store 4
2023-06-01,1813,Car Audio Unit-82-Black,Store 4
2023-07-01,2015,Car Audio Unit-82-Black,Store 4
